id,pedido_id,valor,metodo,status,data_pagamento
66400,70488,103.66629659452532,Cartão de Crédito,recusado,2024-03-30
81377,21857,359.5395166216127,Pix,pago,2024-09-24
14207,15136,346.85532135589574,Cartão de Crédito,pendente,2024-09-04
20733,30147,989.3278723256126,Boleto,pendente,2024-02-03
63006,41656,566.5016561792739,Cartão de Crédito,recusado,2024-10-15
69203,40342,398.5476827910711,Boleto,pago,2024-05-07
74596,99617,411.083692604535,Pix,pago,2024-02-14
46177,9245,758.4891529617685,Pix,pendente,2024-10-04
17071,18459,235.17665824465402,Cartão de Crédito,recusado,2024-08-23
87824,29429,508.9480828361477,Boleto,recusado,2024-06-16
55235,36139,616.4568419253533,Boleto,pago,2024-05-11
16712,49151,489.4030173734707,Cartão de Crédito,recusado,2024-06-29
46656,43935,430.8082244874672,Pix,pendente,2024-09-18
45292,43823,579.7650250473137,Cartão de Crédito,pendente,2024-09-29
27033,95842,898.6169219154104,Cartão de Crédito,pendente,2024-01-25
55601,34161,320.1307154299781,Boleto,pendente,2024-08-28
60391,39596,261.8878970685697,Pix,recusado,2024-09-20
74436,64042,506.21027790141767,Cartão de Crédito,pago,2024-06-11
57644,88738,711.1430323142562,Cartão de Crédito,pago,2024-10-04
91488,73439,79.40371506824663,Boleto,pago,2024-10-08
30583,87316,583.6400799769915,Cartão de Crédito,recusado,2024-04-19
84267,42483,211.88804950727797,Boleto,recusado,2024-09-20
38160,90482,235.4506342528102,Pix,pago,2024-05-29
47473,14858,625.610821072795,Cartão de Crédito,pendente,2024-08-29
30591,26362,48.62981392885661,Pix,pendente,2024-05-25
76402,37037,660.6948111005839,Boleto,recusado,2024-07-23
60608,45450,114.56124820338465,Cartão de Crédito,pendente,2024-07-17
85492,70991,495.64687117398347,Pix,recusado,2024-10-12
45391,46246,321.41547377818887,Cartão de Crédito,pendente,2024-09-06
19622,59731,834.3975366180563,Boleto,pago,2024-09-11
18674,93189,512.5650020703088,Cartão de Crédito,recusado,2024-09-13
43596,91427,982.2418206642769,Boleto,recusado,2024-10-01
14243,91262,700.3669378089451,Cartão de Crédito,pendente,2024-08-25
25054,23330,41.002236680815486,Pix,recusado,2024-09-27
66582,31999,743.0419377055797,Boleto,pendente,2024-10-13
67484,19014,218.91517223646755,Boleto,pago,2024-10-14
80966,89800,761.062652474787,Boleto,pendente,2024-09-12
58415,66606,180.95743800534518,Boleto,pago,2024-05-09
34873,85195,793.1444514359409,Boleto,pendente,2024-10-13
22753,54042,969.5553843115105,Pix,recusado,2024-10-02
36953,98698,439.25024894884484,Pix,pendente,2024-08-22
20433,87036,171.18805520461316,Boleto,pago,2024-10-12
31399,12562,332.11781162267675,Pix,pago,2024-10-07
62882,11266,791.8931797062996,Boleto,pendente,2024-10-15
94301,31750,855.7536365949218,Cartão de Crédito,pendente,2024-10-03
65133,13360,71.12618052425876,Pix,pago,2024-09-12
77277,46158,286.5026068115695,Pix,recusado,2024-09-19
85614,19076,200.20053402717303,Pix,pago,2024-10-14
79791,1076,15.166739617863765,Cartão de Crédito,recusado,2024-05-11
4888,4189,740.6310826665995,Cartão de Crédito,pendente,2024-01-06
99006,13214,138.723904005314,Pix,pago,2024-08-26
90071,96514,274.7035677812745,Cartão de Crédito,pago,2024-08-19
85663,40937,34.98702841329269,Cartão de Crédito,pendente,2024-07-26
65340,80438,647.64143529552,Cartão de Crédito,recusado,2024-08-22
26971,40821,751.3599032110976,Pix,pendente,2024-10-15
39609,59676,816.7768899354566,Pix,recusado,2024-10-02
79008,85654,821.0440859966171,Cartão de Crédito,pago,2024-09-15
29735,98651,980.4191476717772,Cartão de Crédito,pago,2024-09-20
55567,37214,593.6031978382869,Cartão de Crédito,pendente,2024-05-15
52310,6021,431.1943591940002,Pix,pago,2024-06-18
4481,32218,238.21622336510777,Boleto,pago,2024-08-19
75388,19122,920.7745679638908,Cartão de Crédito,recusado,2024-07-21
37220,94816,73.68810775526799,Cartão de Crédito,pago,2024-07-27
52510,4045,727.7257081033688,Boleto,recusado,2024-06-07
67648,29370,961.7999865777266,Cartão de Crédito,pendente,2024-09-09
42818,84340,66.37493089749881,Pix,pendente,2024-06-02
77704,25949,121.39547881401174,Cartão de Crédito,pendente,2024-10-14
25364,26430,33.58470415186878,Cartão de Crédito,recusado,2024-09-16
28079,69091,737.9102013321482,Pix,recusado,2024-04-28
37297,3769,824.7294927986043,Cartão de Crédito,pendente,2024-10-08
37691,32295,971.4110152280924,Pix,pendente,2024-07-24
72135,25549,25.872349105143506,Pix,pendente,2024-09-14
5857,24553,478.3207905165356,Pix,pendente,2024-05-29
99417,79928,529.8510141722081,Boleto,recusado,2024-10-02
40563,28949,960.8747111885955,Pix,pago,2024-04-20
94133,56693,24.542965460958143,Boleto,pendente,2024-10-17
97352,8610,432.45366972816294,Boleto,recusado,2024-08-17
2128,32599,979.9109369853443,Cartão de Crédito,recusado,2024-10-17
71473,84419,131.81177604640664,Boleto,pago,2024-09-20
41403,25266,195.61508792389657,Cartão de Crédito,recusado,2024-09-29
65838,65633,738.8088451983523,Pix,pago,2024-10-03
5433,13852,775.0148474336314,Pix,recusado,2024-06-15
87434,99171,480.796168297388,Pix,recusado,2024-07-05
65757,75940,985.5345224777759,Boleto,pendente,2024-08-25
8377,90460,471.7028310093503,Pix,pendente,2024-06-18
35558,12122,655.7651731841569,Boleto,recusado,2024-04-26
67196,36391,259.42685788530633,Cartão de Crédito,recusado,2024-05-10
83471,65535,505.4586617001819,Boleto,pago,2024-06-23
62006,31293,568.6766068341176,Cartão de Crédito,recusado,2024-10-09
55415,29076,348.0973529881903,Cartão de Crédito,recusado,2024-09-26
71162,92057,595.778571804645,Pix,pendente,2024-10-03
77388,30270,413.75976803917064,Cartão de Crédito,pendente,2024-10-01
72328,91386,410.53570610989635,Cartão de Crédito,pago,2024-08-12
85202,34246,381.7383593546426,Boleto,recusado,2024-05-14
32484,13415,991.9011115754973,Cartão de Crédito,recusado,2024-08-26
15717,59646,338.11473609370995,Boleto,pago,2024-05-04
19660,97960,396.77028093166757,Boleto,pago,2024-10-15
87090,96612,683.3230782126517,Cartão de Crédito,pago,2024-09-25
138,1661,510.03342573105675,Boleto,recusado,2024-08-27
20660,80444,816.7458647603928,Boleto,pago,2024-08-17
98693,40425,772.4253276864366,Pix,recusado,2024-04-11
4728,60753,755.3103362318839,Cartão de Crédito,pago,2024-07-12
33795,53757,624.3046779495303,Pix,pago,2024-07-10
9956,29177,940.9912351739913,Boleto,recusado,2024-05-24
52546,76879,358.3476052139277,Cartão de Crédito,recusado,2024-10-01
3460,23219,550.7336462909041,Cartão de Crédito,recusado,2024-03-09
14201,72654,88.56537562885207,Pix,pendente,2024-04-29
15982,29472,733.4577873645093,Boleto,recusado,2024-08-05
7694,30926,392.51876693196493,Pix,pago,2024-09-13
4847,70966,277.61960208395226,Boleto,recusado,2024-08-26
97662,19606,548.8927424911163,Boleto,pago,2024-06-10
30319,27824,391.718350165337,Cartão de Crédito,pago,2024-07-04
30303,93311,789.391878228895,Cartão de Crédito,pendente,2024-04-13
76383,96083,999.1109191726306,Cartão de Crédito,pendente,2024-08-05
80869,78390,140.5219201407469,Pix,pendente,2024-10-02
27811,66372,869.2683759030094,Boleto,pago,2024-09-20
14612,22886,655.1176787496233,Cartão de Crédito,pago,2024-10-09
41722,7896,899.3485787673148,Pix,recusado,2024-08-04
23349,31792,444.45895322336247,Cartão de Crédito,pago,2024-10-12
2399,78716,706.926308613427,Cartão de Crédito,recusado,2024-04-03
45269,95002,828.5542351886079,Cartão de Crédito,pago,2024-09-16
78474,62043,472.90656835832425,Cartão de Crédito,pago,2024-07-02
20028,13995,157.50506819390367,Cartão de Crédito,recusado,2024-10-14
2991,88952,281.05431003095435,Boleto,pendente,2024-10-17
9892,28484,196.9334733765096,Cartão de Crédito,pago,2024-06-08
79123,38348,293.46679108352,Pix,pendente,2024-09-30
52353,17869,659.4374043692023,Cartão de Crédito,recusado,2024-09-08
93610,54756,751.8377086496881,Pix,recusado,2024-10-15
83822,83275,111.2348575588877,Boleto,pendente,2024-09-26
64162,73936,968.5090177818093,Pix,pago,2024-05-23
47426,8782,334.9835035631232,Pix,recusado,2024-09-27
67174,71003,34.19112992676992,Cartão de Crédito,pago,2024-09-28
63407,59315,242.43835401195452,Pix,recusado,2024-03-30
58686,1844,652.0298915280815,Boleto,pendente,2024-05-26
93796,9926,291.6503840074861,Cartão de Crédito,pendente,2024-09-29
67096,83121,309.39616272152307,Pix,pendente,2024-09-21
97482,76071,49.41290896693428,Pix,recusado,2024-05-22
59844,16938,91.63238968292197,Cartão de Crédito,recusado,2024-05-17
36506,14566,847.0814385350478,Pix,pendente,2024-08-15
64594,78519,904.2432866171581,Pix,pendente,2024-04-26
74998,26780,149.87128798662638,Cartão de Crédito,recusado,2024-04-04
47691,18735,670.9374057779761,Cartão de Crédito,pendente,2024-10-02
41671,39963,988.0643221237078,Pix,pago,2024-10-12
27883,67852,992.1946788908098,Pix,pendente,2024-06-26
70649,91301,450.760112513775,Cartão de Crédito,recusado,2024-09-10
50578,35990,602.6072161937321,Cartão de Crédito,pago,2024-03-05
5817,67745,921.3562811881159,Cartão de Crédito,recusado,2024-08-09
95541,15559,777.720578819007,Boleto,pendente,2024-09-18
81853,40258,187.5110389035526,Boleto,pago,2024-08-11
77036,66106,346.0002925281254,Cartão de Crédito,pago,2024-06-05
29879,9998,39.88584483076683,Boleto,pago,2024-09-20
86908,73407,505.35673415849686,Boleto,pago,2024-08-11
90983,7133,624.1883028582276,Pix,pendente,2024-09-16
99191,49579,791.4216793665046,Pix,pago,2024-10-04
43181,59242,980.7478195604808,Boleto,pago,2024-08-10
74126,14248,459.84809904715644,Boleto,pago,2024-06-25
23110,29153,741.7510417728757,Cartão de Crédito,recusado,2024-09-27
11251,21987,976.5751771348646,Pix,pendente,2024-10-10
69809,50975,633.477139181472,Pix,pago,2024-03-08
38579,67403,459.1767149272203,Pix,pendente,2024-05-10
41810,86905,663.6591883363132,Boleto,pendente,2024-08-29
26332,81111,358.6293103792318,Cartão de Crédito,pendente,2024-10-12
51456,48371,268.7308711003377,Cartão de Crédito,pendente,2024-09-28
83559,16565,799.3033456032732,Boleto,recusado,2024-08-08
51962,58631,168.29565703760696,Cartão de Crédito,recusado,2024-10-16
2672,474,326.05498011977704,Boleto,pago,2024-09-14
8242,5431,199.73161853290873,Pix,pendente,2024-10-16
78299,42929,717.3653840666154,Pix,pendente,2024-07-28
16081,78735,625.9560871037775,Pix,pago,2024-05-20
36893,11200,452.40031187332033,Cartão de Crédito,recusado,2024-08-31
64612,30222,608.3359525784067,Pix,pendente,2024-10-15
84957,10546,332.5355508813751,Cartão de Crédito,pago,2024-10-08
82903,70009,510.68031151179554,Boleto,pago,2024-10-14
8252,36304,767.310923103695,Boleto,pendente,2024-10-16
9814,55428,988.3823861651643,Cartão de Crédito,pago,2024-09-01
33147,93541,956.1962414288334,Cartão de Crédito,pago,2024-10-16
43560,59664,196.050328814522,Cartão de Crédito,pendente,2024-10-15
50049,17531,236.40069482559676,Cartão de Crédito,pago,2024-09-27
14423,54022,674.4121511716885,Cartão de Crédito,recusado,2024-08-12
15978,54548,226.1483848498578,Pix,pago,2024-10-10
14377,47073,909.0071287839385,Cartão de Crédito,pendente,2024-08-26
25295,76728,560.2346746867654,Pix,recusado,2024-10-01
6788,78925,752.7906887128241,Cartão de Crédito,recusado,2024-03-25
5359,97819,785.6350268790302,Cartão de Crédito,pago,2024-10-05
16625,81164,885.17368917069,Pix,pago,2024-07-26
78704,2051,309.85734625352325,Boleto,pendente,2024-08-13
33167,60314,390.8014987364801,Boleto,pendente,2024-08-08
45368,6271,374.0643402297117,Boleto,recusado,2024-10-13
69443,6883,499.62554947130485,Cartão de Crédito,recusado,2024-07-09
91305,87121,679.9170400180033,Boleto,pago,2024-07-25
18935,1253,718.8105847529555,Pix,pendente,2024-09-21
93065,26804,57.291681560653196,Boleto,pago,2024-08-13
12361,39145,191.93336302323908,Cartão de Crédito,pago,2024-10-03
39286,26374,886.3223923690895,Boleto,pago,2024-10-11
7872,2478,40.962359200560456,Boleto,pago,2024-10-13
14192,96730,332.39506904597636,Pix,pago,2024-09-28
68697,34022,285.1256484863483,Cartão de Crédito,pago,2024-10-17
15532,874,444.19848677155846,Boleto,pago,2024-07-17
87852,56221,172.7657697000329,Cartão de Crédito,pago,2024-08-23
88860,24809,683.1152934048888,Pix,recusado,2024-05-22
71908,78962,139.75143300542138,Boleto,recusado,2024-07-04
38270,59579,968.2046057508737,Pix,recusado,2024-09-20
39395,49339,570.626482445454,Pix,pago,2024-07-26
10680,33317,932.8062364605295,Boleto,recusado,2024-06-07
64867,78900,815.5314142723041,Pix,pendente,2024-09-23
17555,71896,947.611303872483,Boleto,pendente,2024-09-23
62975,21814,848.1815989492761,Cartão de Crédito,pendente,2024-04-19
8347,45351,88.66553046542712,Pix,recusado,2024-08-27
61662,63946,565.780308263234,Pix,pendente,2024-10-10
79425,49952,394.83507449930397,Pix,recusado,2024-07-23
58695,58067,89.77737742944782,Pix,pendente,2024-09-07
43226,68109,648.1307284662054,Cartão de Crédito,pago,2024-07-01
77979,21183,271.7714244643106,Boleto,recusado,2024-09-02
27494,17795,740.1924071424069,Pix,recusado,2024-10-08
48840,74180,497.9982036319484,Boleto,recusado,2024-09-01
28415,49365,744.9441930468016,Boleto,pendente,2024-08-20
51334,63925,518.3873533489378,Boleto,recusado,2024-09-12
7902,99958,201.35702270935715,Cartão de Crédito,pago,2024-08-27
16978,54159,277.89445293908454,Pix,recusado,2024-02-26
28601,49586,456.72971648053226,Pix,recusado,2024-04-17
76899,84713,20.357405494881895,Boleto,pendente,2024-10-13
26459,19725,294.66091039085904,Cartão de Crédito,pago,2024-06-03
21783,40813,116.71834448848898,Boleto,pendente,2024-05-28
62426,54155,340.7297075957425,Cartão de Crédito,recusado,2024-08-20
82358,641,804.4191149699288,Cartão de Crédito,pendente,2024-08-22
58843,58820,890.8373812600167,Pix,pendente,2024-06-24
63744,31685,484.7269080403166,Boleto,pago,2024-10-07
97625,88601,605.1771374221934,Cartão de Crédito,recusado,2024-08-27
29571,55280,760.3681271614538,Boleto,pago,2024-09-04
22996,83711,106.10279078363364,Pix,pago,2024-09-06
56552,40135,678.5082844509204,Cartão de Crédito,pendente,2024-06-11
31705,97457,477.5647519293454,Pix,recusado,2024-10-11
40913,92150,508.27218448353,Cartão de Crédito,pago,2024-09-09
51652,53767,983.9026301018548,Cartão de Crédito,pago,2024-09-16
22176,5459,913.4799455295608,Cartão de Crédito,recusado,2024-05-09
24244,59763,834.6038042161128,Pix,recusado,2024-05-03
8295,24641,813.9620807693582,Boleto,pendente,2024-03-06
46365,19604,150.42359634884556,Pix,pago,2024-10-08
52072,25267,72.11014213681756,Pix,pendente,2024-09-26
47818,50649,818.161217317089,Boleto,recusado,2024-10-15
16481,11326,588.3052516744668,Boleto,pendente,2024-08-14
74271,50098,435.2846797214457,Cartão de Crédito,pago,2024-09-30
34700,6380,108.47768499690933,Cartão de Crédito,pendente,2024-10-12
94716,52545,850.759105292994,Boleto,pendente,2024-04-17
69324,59960,130.0384317674138,Cartão de Crédito,recusado,2024-09-20
65894,61178,566.6057054573712,Cartão de Crédito,pendente,2024-06-20
85788,64462,391.1762590605882,Boleto,recusado,2024-04-23
77311,91002,935.3661762453621,Cartão de Crédito,pago,2024-10-15
19493,26529,627.6960450314948,Pix,pendente,2024-04-14
16592,9166,521.477741322055,Boleto,pago,2024-07-31
14400,39897,30.926895603681096,Boleto,pago,2024-10-14
7077,22042,573.106278887137,Boleto,pendente,2024-07-26
23278,97238,606.9002730502591,Cartão de Crédito,pendente,2024-09-13
92451,33335,663.1253745881904,Pix,recusado,2024-09-08
88022,17937,273.0918854045896,Cartão de Crédito,recusado,2024-05-21
64699,5152,491.72391616466143,Pix,pendente,2024-04-01
70372,14160,661.9367240978358,Boleto,recusado,2024-09-28
35679,44778,149.9312137182078,Pix,recusado,2024-10-10
41250,96550,50.12842761848471,Pix,pago,2024-06-25
25200,67771,684.5551476274103,Cartão de Crédito,recusado,2024-08-06
54891,78895,777.7193470638975,Boleto,pago,2024-10-08
80167,47560,257.2795936257004,Cartão de Crédito,recusado,2024-06-22
94372,16400,704.4415941372741,Cartão de Crédito,recusado,2024-06-07
52602,71457,304.105464465769,Cartão de Crédito,pago,2024-09-13
85057,90137,486.33105755560706,Cartão de Crédito,pago,2024-10-06
84443,15298,689.7013713266747,Boleto,pendente,2024-10-11
98700,14602,786.5693545667671,Cartão de Crédito,pago,2024-04-29
20274,52341,410.9494995071403,Boleto,recusado,2024-09-03
44706,46991,885.6993291385365,Pix,pago,2024-09-11
48931,96247,810.9817060921253,Boleto,pago,2024-09-18
4512,83096,990.5686127768852,Pix,recusado,2024-07-31
47752,76625,740.310159394995,Pix,recusado,2024-10-12
90187,32208,419.5733275918393,Pix,recusado,2024-06-21
58358,7116,366.623254708428,Boleto,pendente,2024-06-07
88677,74446,429.7197279578686,Boleto,recusado,2024-05-23
23444,38842,24.413018373451298,Cartão de Crédito,recusado,2024-07-10
61358,88105,65.38769546223205,Boleto,recusado,2024-10-02
57085,61430,823.237444564444,Boleto,recusado,2024-07-12
62402,9511,537.06423107518,Pix,pago,2024-04-01
667,82916,296.85544770350214,Boleto,recusado,2024-09-30
25089,68629,370.20507613632014,Boleto,recusado,2024-05-18
3266,65972,27.944806147701662,Pix,pago,2024-04-15
37758,30663,331.0951941941399,Boleto,pago,2024-09-16
55851,54627,554.5259929254269,Boleto,pendente,2024-09-14
85842,38554,902.7910976148805,Boleto,pago,2024-08-05
94920,36460,610.6706065327253,Boleto,pendente,2024-08-31
38511,69571,123.18093954524086,Cartão de Crédito,pago,2024-10-14
20252,25751,584.9495205726129,Cartão de Crédito,pago,2024-09-09
52259,46455,744.2050466357098,Boleto,recusado,2024-08-04
92721,10678,885.1698330520545,Cartão de Crédito,pendente,2024-04-20
12062,20664,912.5283428623819,Pix,pago,2024-08-09
95817,54493,624.6682883059007,Pix,pago,2024-09-26
17800,65663,550.2594310925181,Cartão de Crédito,pendente,2024-09-03
6276,45122,289.82350164075825,Cartão de Crédito,recusado,2024-09-26
12485,71103,418.600465888893,Pix,pendente,2024-04-21
34885,73873,140.94469665463308,Pix,pendente,2024-09-18
5106,38938,590.0495743385554,Cartão de Crédito,pago,2024-05-25
87819,47208,223.04849776890535,Pix,recusado,2024-10-08
16822,54180,510.6986938767424,Boleto,pendente,2024-07-27
97112,39208,599.7406201416383,Pix,pendente,2024-10-14
67897,70374,435.3532607636751,Pix,pago,2024-06-15
37157,93574,386.14453255304784,Pix,pendente,2024-09-23
60449,82186,542.4829292837168,Boleto,recusado,2024-08-04
16309,7341,401.3088684941113,Boleto,recusado,2024-05-28
45545,90324,651.5139375965146,Boleto,pago,2024-10-01
61828,70382,901.0878835856901,Boleto,pago,2024-08-17
33522,5500,89.05446129113722,Cartão de Crédito,recusado,2024-03-15
52144,65949,674.0159189496701,Boleto,pago,2024-09-29
1526,3907,786.887207826134,Pix,pago,2024-10-08
63557,75527,612.0286011344016,Cartão de Crédito,recusado,2024-05-21
26879,24901,543.2642922260737,Boleto,pendente,2024-04-04
47194,44045,826.9455291681975,Cartão de Crédito,pago,2024-07-06
89620,13215,348.63905323168314,Pix,recusado,2024-08-22
35141,35672,947.4508909161109,Cartão de Crédito,recusado,2024-04-29
40570,79742,153.3133988852057,Cartão de Crédito,pendente,2024-07-15
89184,29817,266.8053433325495,Pix,recusado,2024-07-16
75177,53280,523.0909445142113,Pix,pendente,2024-01-10
58132,41232,843.4064356380945,Cartão de Crédito,recusado,2024-07-14
71156,72641,895.6218003776518,Boleto,pendente,2024-10-11
82047,10568,94.04837580772238,Pix,pago,2024-09-09
25989,7785,382.2685408086939,Pix,recusado,2024-09-07
93833,74237,792.0108928372755,Cartão de Crédito,pago,2024-03-29
82531,46036,760.2627023996242,Cartão de Crédito,pendente,2024-07-26
50076,13820,978.4840729449311,Pix,pago,2024-10-08
70876,92525,515.8808731789593,Boleto,recusado,2024-10-02
41773,20837,691.5853508763346,Cartão de Crédito,recusado,2024-07-12
8224,72459,361.9174452354454,Cartão de Crédito,pago,2024-10-16
39486,84363,797.6661383142866,Boleto,pendente,2024-08-29
20327,75171,844.0197779704813,Boleto,pago,2024-09-24
54938,10199,333.3575394971313,Boleto,recusado,2024-08-19
56092,58234,665.0457030812449,Pix,pendente,2024-07-27
12223,18012,840.4586107920644,Boleto,pendente,2024-07-02
81860,72387,604.3935275816126,Boleto,recusado,2024-07-11
74905,97995,74.23105359106343,Pix,pendente,2024-04-19
50852,58607,545.6646642050133,Pix,recusado,2024-10-11
90396,15195,390.56443429125966,Pix,pago,2024-06-14
60570,16205,233.39855014109634,Cartão de Crédito,pendente,2024-07-17
38871,21181,80.12069682473091,Pix,pago,2024-05-07
29634,75672,787.5668937103803,Pix,pago,2024-09-20
9027,94001,371.1911597022645,Boleto,pago,2024-08-06
67519,88687,249.4949552019225,Pix,pendente,2024-10-01
48080,84533,303.6450223706934,Pix,pago,2024-09-24
37029,83274,646.4100231466887,Boleto,pago,2024-10-06
16878,12870,830.1479582124787,Boleto,pendente,2024-10-11
52380,81446,13.750110869258231,Boleto,recusado,2024-09-22
43444,70640,196.09079592351353,Boleto,pago,2024-07-10
37958,77325,142.9006872916104,Cartão de Crédito,recusado,2024-09-22
86818,14524,153.7233841984682,Cartão de Crédito,pendente,2024-09-24
99281,36344,111.5452192965447,Pix,pago,2024-10-03
69448,51141,429.55246310717956,Pix,recusado,2024-08-03
91954,29861,436.7811567917005,Boleto,recusado,2024-06-01
79724,37294,438.6908289802974,Cartão de Crédito,pago,2024-03-21
88374,43129,342.97237253795777,Pix,recusado,2024-09-24
40618,20751,540.9577223931929,Pix,pago,2024-09-24
68137,47830,517.2305115745901,Boleto,recusado,2024-08-15
59262,91684,529.2778392616584,Pix,pendente,2024-08-23
40041,94409,923.590601220072,Pix,pendente,2024-03-08
31453,29049,329.526186948309,Boleto,pago,2024-08-18
51355,67947,186.51931159689425,Cartão de Crédito,pendente,2024-05-31
55840,89552,433.01086457093044,Pix,recusado,2024-10-16
53919,95631,14.831899263940258,Pix,pendente,2024-09-26
12982,46996,110.64721686707125,Boleto,pago,2024-09-14
17895,74067,983.9099136424995,Pix,pago,2024-04-07
77927,10511,908.8733322507268,Cartão de Crédito,pago,2024-08-27
19403,12631,151.04624247409512,Pix,recusado,2024-06-24
21962,49355,853.6316743478164,Pix,pago,2024-10-15
35425,47304,426.1170474867184,Boleto,recusado,2024-03-11
42622,66514,229.85305846874448,Boleto,recusado,2024-04-16
41801,96074,746.3116292298762,Cartão de Crédito,recusado,2024-07-05
36557,66833,964.5084931756109,Boleto,pago,2024-02-19
13052,29069,819.9663990807892,Pix,pendente,2024-07-30
15099,26082,559.520820281491,Boleto,pendente,2024-08-22
399,23095,469.8968392875567,Pix,pendente,2024-05-08
81600,88651,487.9999595347301,Cartão de Crédito,recusado,2024-03-18
15497,41169,744.7749708373979,Pix,pendente,2024-05-20
44848,94818,852.0787795088636,Cartão de Crédito,pago,2024-09-16
93200,71315,26.252244221930674,Boleto,pendente,2024-08-17
10210,63661,879.709730676151,Boleto,pago,2024-10-13
81413,2195,762.1880136825756,Boleto,pago,2024-08-14
2325,83794,72.71530713552897,Boleto,pendente,2024-07-15
60392,88928,982.2674212864783,Cartão de Crédito,recusado,2024-10-03
71350,33184,276.3287540358226,Pix,pendente,2024-09-08
38976,73871,793.5564915672003,Cartão de Crédito,pendente,2024-09-08
85620,47598,88.65001850156638,Boleto,recusado,2024-05-12
71857,35418,234.00267376082155,Pix,recusado,2024-09-18
39438,52987,767.106831934651,Pix,recusado,2024-09-12
31315,93326,855.6227262203265,Boleto,pendente,2024-06-12
73136,38339,573.3583463955991,Boleto,recusado,2024-10-01
82081,34639,95.18360465072911,Pix,pago,2024-09-06
72347,38304,190.66252579668756,Boleto,pago,2024-10-10
72651,95060,189.68676895420506,Pix,pago,2024-05-19
3221,21382,312.00621983055163,Cartão de Crédito,pago,2024-09-30
14992,44445,561.5876742522273,Pix,recusado,2024-10-05
31919,29682,888.0338151892968,Boleto,pago,2024-10-13
29027,36035,386.54033571022336,Cartão de Crédito,recusado,2024-10-04
25251,53376,604.8453347237404,Cartão de Crédito,pago,2024-09-08
21880,1002,163.67095708556434,Cartão de Crédito,pago,2024-03-07
92205,764,116.00293340264085,Pix,pendente,2024-09-15
59931,66599,404.6202876909608,Boleto,pendente,2024-07-15
93494,81548,724.7030665960194,Boleto,pago,2024-07-26
46819,66541,108.70720274687922,Boleto,pago,2024-08-24
